response	response_time	trial_ISI	trial_shape
None	0	1000	yellow_star
space	669	2500	red_square
None	0	2000	blue_star
None	0	2000	red_triangle
None	0	1500	yellow_square
None	0	1500	green_square
space	621	2500	red_square
None	0	2000	blue_square
space	751	1000	red_square
None	0	2000	red_triangle
None	0	2000	blue_triangle
None	0	2500	green_square
None	0	1500	red_circle
None	0	1000	blue_star
None	0	1000	blue_square
space	623	1000	red_square
None	0	1000	yellow_square
None	0	1000	blue_star
None	0	1500	yellow_circle
None	0	1500	green_square
space	401	1000	red_square
None	0	1000	blue_star
space	608	1500	red_square
None	0	1500	green_star
None	0	1500	yellow_star
None	0	2000	yellow_square
None	0	1500	green_circle
None	0	2000	red_star
None	0	2000	yellow_square
None	0	2000	yellow_circle
None	0	2500	blue_square
space	725	2500	red_square
None	0	2500	blue_triangle
None	0	2000	yellow_star
None	0	2500	yellow_circle
None	0	1500	red_circle
None	0	2500	green_triangle
space	746	2000	red_square
None	0	1500	yellow_triangle
None	0	2500	red_star
None	0	2000	yellow_triangle
None	0	2500	yellow_star
None	0	2000	yellow_circle
None	0	2000	green_square
None	0	2000	yellow_triangle
space	459	1000	red_square
space	700	2500	red_square
None	0	2500	red_circle
None	0	2500	green_circle
None	0	2000	red_star
space	454	2500	red_square
None	0	1000	blue_circle
None	0	2500	yellow_star
space	451	1500	red_square
space	631	2500	red_square
None	0	2500	yellow_square
None	0	1500	green_circle
None	0	1500	green_circle
None	0	1500	blue_triangle
None	0	1000	blue_star
None	0	2000	yellow_square
None	0	1000	red_circle
None	0	1500	red_star
None	0	1500	green_square
None	0	1500	blue_circle
None	0	2000	blue_square
None	0	1000	red_triangle
None	0	2000	yellow_triangle
None	0	1000	green_triangle
space	463	1000	red_square
space	493	2000	red_square
None	0	1000	blue_square
None	0	2000	green_triangle
None	0	2000	yellow_triangle
None	0	1000	green_square
None	0	1000	blue_triangle
space	533	1000	red_square
space	612	2500	red_square
None	0	1500	green_star
space	452	1000	red_square
None	0	2500	blue_square
None	0	2500	yellow_circle
space	516	1500	red_square
None	0	2500	red_circle
