response	response_time	trial_ISI	trial_shape
space	518	1500	red_square
None	0	1500	green_star
None	0	1000	yellow_circle
None	0	2500	blue_star
None	0	1000	blue_triangle
None	0	1000	blue_circle
None	0	2500	blue_circle
space	495	2000	red_square
None	0	1000	red_circle
None	0	2500	red_star
None	0	2000	red_circle
None	0	1500	green_star
None	0	1500	yellow_square
None	0	2000	green_star
None	0	1000	red_triangle
None	0	2000	blue_square
None	0	1000	green_square
space	419	2500	red_square
None	0	2000	yellow_circle
None	0	1000	green_square
None	0	2500	yellow_circle
None	0	1000	green_square
None	0	1000	red_triangle
space	419	2500	red_square
None	0	2500	red_star
None	0	1500	red_circle
space	511	2500	red_square
None	0	1000	blue_square
None	0	2000	red_star
None	0	2500	yellow_triangle
None	0	1000	green_square
None	0	1000	blue_star
None	0	2500	blue_circle
None	0	1500	yellow_circle
space	503	1500	red_square
None	0	1500	blue_triangle
None	0	1000	blue_star
None	0	2000	green_star
space	382	2500	red_square
None	0	2000	red_square
None	0	2500	blue_square
None	0	2000	yellow_circle
space	428	2500	red_square
None	0	2000	blue_circle
None	0	1500	blue_square
space	459	2500	red_square
None	0	1000	yellow_square
None	0	1500	yellow_circle
space	376	2000	red_square
space	577	2000	red_square
None	0	2500	yellow_star
space	426	2000	red_square
space	464	2000	red_square
None	0	2000	red_triangle
space	418	2500	red_square
None	0	1500	green_circle
None	0	2000	blue_square
None	0	1500	yellow_star
space	429	2000	red_square
None	0	2000	yellow_circle
None	0	2000	green_square
space	490	2500	red_square
None	0	1000	red_star
None	0	2500	green_triangle
space	369	2000	red_square
None	0	2500	red_star
space	334	2000	red_square
None	0	1000	red_circle
None	0	1500	blue_square
None	0	2500	blue_star
None	0	1000	red_circle
space	463	1500	red_square
None	0	2500	blue_square
None	0	2500	blue_triangle
None	0	2500	green_square
space	506	1500	red_square
None	0	1000	green_circle
None	0	2000	blue_circle
None	0	1500	red_star
None	0	1000	red_triangle
space	408	2000	red_square
None	0	1500	blue_square
