response	response_time	trial_ISI	trial_shape
None	0	1500	red_star
space	543	1500	red_square
None	0	2000	green_triangle
None	0	1500	yellow_star
space	382	2500	red_square
None	0	1500	red_circle
space	429	2000	red_square
None	0	2000	red_triangle
None	0	2500	yellow_circle
None	0	2500	green_star
space	435	1500	red_square
space	681	2500	red_square
None	0	1500	green_circle
None	0	2500	yellow_star
space	598	1500	red_square
None	0	1500	green_triangle
None	0	1000	red_star
None	0	1000	red_circle
None	0	2500	red_circle
space	609	2000	red_square
space	521	2000	red_square
None	0	1500	blue_circle
None	0	2500	yellow_circle
None	0	2000	yellow_square
None	0	1000	blue_star
space	550	2000	red_square
None	0	1000	green_star
None	0	2000	red_star
None	0	1500	yellow_circle
None	0	2500	green_circle
None	0	1000	red_circle
space	451	2500	red_square
None	0	2500	blue_circle
None	0	1500	red_circle
None	0	2000	red_triangle
space	495	2500	red_square
space	542	1500	red_square
None	0	1500	blue_square
space	640	2000	red_square
None	0	2500	blue_square
space	486	1500	red_square
None	0	2500	blue_triangle
None	0	1500	yellow_square
None	0	2500	green_square
None	0	2500	blue_circle
None	0	2000	yellow_circle
space	369	2000	red_square
None	0	1500	blue_square
None	0	1000	blue_star
space	485	1000	red_square
None	0	2500	blue_circle
None	0	2000	green_circle
None	0	1500	blue_star
None	0	2500	green_star
None	0	2000	green_square
space	573	2500	red_square
None	0	1000	yellow_star
space	530	1000	red_square
None	0	2000	yellow_square
None	0	2000	red_triangle
None	0	2500	blue_triangle
None	0	1000	red_circle
None	0	1000	green_square
space	485	2000	red_square
space	500	1500	red_square
space	509	1500	red_square
space	375	1000	red_square
None	0	2000	green_circle
None	0	2500	green_circle
None	0	1500	yellow_square
None	0	2000	green_triangle
space	472	2000	red_square
space	440	2000	red_triangle
None	0	2000	yellow_triangle
space	462	2000	red_square
None	0	1500	yellow_square
space	623	2000	red_square
None	0	1000	green_square
None	0	2000	red_star
None	0	2500	blue_square
None	0	2000	red_star
None	0	1500	red_star
space	452	1500	red_square
space	661	1500	red_square
None	0	1000	yellow_star
None	0	1500	green_circle
None	0	1500	yellow_triangle
None	0	1500	blue_square
None	0	1500	red_circle
None	0	1000	green_circle
None	0	1000	yellow_circle
space	447	1000	red_square
None	0	1000	blue_circle
None	0	1500	yellow_star
None	0	1500	red_star
None	0	1500	red_triangle
None	0	1000	yellow_triangle
space	414	1500	red_square
None	0	2500	red_circle
space	646	2500	red_square
None	0	2500	green_triangle
space	641	1000	red_square
None	0	1000	yellow_star
None	0	2500	red_triangle
None	0	2500	green_square
None	0	1000	yellow_star
None	0	2000	red_star
space	478	2500	red_square
None	0	1500	green_triangle
space	421	2000	red_square
None	0	1000	blue_square
None	0	2500	yellow_square
space	473	1500	red_square
space	451	2000	red_square
None	0	1000	yellow_star
space	506	1500	red_square
space	455	1500	red_square
None	0	2000	red_star
space	364	1000	red_square
None	0	1500	red_circle
None	0	2500	red_circle
None	0	1000	green_star
None	0	1500	red_circle
space	540	2000	red_square
None	0	1000	green_triangle
None	0	2500	blue_circle
space	600	2500	red_square
None	0	2500	red_triangle
space	588	1000	red_square
None	0	2500	green_star
None	0	1000	blue_triangle
None	0	1000	blue_triangle
None	0	1000	blue_circle
space	479	1000	red_square
space	574	2500	red_square
None	0	2500	yellow_star
None	0	2000	red_star
None	0	2000	red_star
space	561	2500	red_square
None	0	1500	blue_circle
