response	response_time	trial_ISI	trial_shape
None	0	2000	yellow_circle
None	0	2500	blue_star
None	0	2500	blue_circle
space	386	2500	red_square
space	442	2500	red_square
space	635	1000	red_square
space	1039	1500	red_square
None	0	1500	yellow_square
space	411	1000	red_square
None	0	1000	blue_triangle
space	372	2500	red_square
space	595	2500	red_square
space	544	1500	red_square
space	310	1000	red_square
None	0	2000	green_circle
space	594	1000	red_square
None	0	2500	green_circle
None	0	1500	yellow_square
None	0	1000	yellow_star
None	0	1500	yellow_square
None	0	2000	green_circle
None	0	2000	red_triangle
None	0	1500	red_triangle
None	0	1000	green_square
space	500	1500	red_square
space	456	2000	red_square
space	622	2000	red_square
None	0	2500	blue_triangle
None	0	2000	yellow_square
space	476	1500	red_square
None	0	2500	yellow_square
None	0	1500	green_triangle
None	0	2000	yellow_circle
space	569	1000	red_square
None	0	1500	green_triangle
None	0	2500	green_circle
None	0	2000	blue_circle
None	0	2000	green_square
None	0	1000	red_star
None	0	2500	blue_triangle
None	0	1000	green_star
None	0	2500	yellow_star
space	431	2500	red_square
None	0	2500	yellow_square
space	555	1000	red_square
None	0	1000	green_circle
None	0	1000	blue_triangle
space	562	2500	red_square
None	0	1000	red_circle
None	0	2000	green_square
None	0	1500	red_star
None	0	2500	green_square
None	0	2500	red_triangle
space	602	2000	red_square
None	0	2500	blue_square
None	0	1500	green_triangle
space	556	1000	red_square
None	0	2500	blue_star
None	0	1500	yellow_circle
space	371	2000	red_square
None	0	1000	yellow_star
None	0	2500	blue_star
None	0	1500	green_circle
space	540	1500	red_square
None	0	1000	red_triangle
None	0	2000	yellow_square
space	419	1000	red_square
None	0	2500	green_triangle
space	457	2000	red_square
None	0	2000	yellow_square
None	0	1500	red_circle
space	468	2000	red_square
space	454	1000	red_square
space	507	1000	red_square
None	0	2500	red_star
None	0	1000	yellow_triangle
space	472	2500	red_square
None	0	1000	yellow_star
space	432	1000	red_square
None	0	1500	red_star
None	0	2500	green_star
None	0	1500	red_star
None	0	2500	blue_triangle
space	558	1500	red_square
None	0	2500	yellow_triangle
None	0	1500	blue_triangle
space	399	1000	red_square
space	559	2000	red_square
space	481	1500	red_square
None	0	1500	yellow_star
space	424	2000	red_square
space	365	2000	red_square
space	388	1000	red_square
None	0	2500	blue_star
None	0	2500	red_star
None	0	1500	blue_square
None	0	1500	green_star
None	0	1000	yellow_triangle
None	0	2000	blue_square
space	502	1000	red_square
None	0	1500	blue_square
None	0	2500	blue_square
None	0	1000	green_circle
None	0	2000	red_star
space	334	2500	red_square
space	403	1000	red_square
None	0	2500	green_star
None	0	1000	yellow_square
space	467	2500	red_square
None	0	2000	green_star
None	0	2500	red_triangle
space	370	2000	red_square
None	0	2000	green_star
None	0	1000	yellow_star
space	481	1500	red_square
space	441	1500	red_square
None	0	1500	blue_square
None	0	2000	blue_triangle
None	0	2500	red_triangle
None	0	2000	red_circle
None	0	2500	red_star
None	0	1000	yellow_square
None	0	2000	blue_circle
None	0	1500	green_triangle
space	472	2000	red_square
None	0	2500	blue_star
None	0	1500	red_star
None	0	2500	green_square
None	0	1500	blue_square
space	471	2500	red_square
None	0	2000	green_square
None	0	2500	red_star
space	382	2500	red_square
None	0	2000	blue_star
space	521	1500	red_square
space	378	1000	red_square
None	0	1000	blue_square
None	0	2000	red_triangle
None	0	1500	blue_circle
None	0	1000	blue_star
None	0	1500	yellow_star
None	0	2500	green_triangle
space	778	1000	red_square
None	0	1000	red_star
None	0	1500	red_triangle
space	420	1000	red_square
None	0	2500	red_star
None	0	2000	green_square
None	0	1500	blue_triangle
None	0	1000	blue_star
None	0	1000	red_triangle
None	0	1500	blue_square
space	403	2000	red_square
space	344	2500	red_square
None	0	2000	red_star
None	0	2500	blue_star
None	0	2500	red_triangle
None	0	1000	yellow_triangle
None	0	2500	green_circle
None	0	1000	green_square
None	0	1500	green_star
space	387	2000	red_square
None	0	1000	yellow_circle
None	0	1500	yellow_star
None	0	2500	red_triangle
None	0	1000	red_circle
