response	response_time	trial_ISI	trial_shape
None	0	1000	red_triangle
None	0	2000	yellow_square
None	0	2000	red_circle
space	370	2000	red_square
None	0	2000	green_square
None	0	2000	red_star
None	0	1000	green_triangle
None	0	2000	yellow_circle
None	0	1500	red_circle
None	0	2000	red_star
None	0	1500	blue_square
None	0	1000	yellow_triangle
None	0	1500	yellow_square
None	0	2000	yellow_square
None	0	1500	blue_star
space	431	2500	red_square
None	0	2000	blue_star
None	0	1500	blue_star
None	0	2000	green_circle
None	0	1500	green_star
None	0	1000	red_star
None	0	2000	blue_triangle
space	422	2500	red_square
None	0	1500	red_circle
space	537	2000	red_square
space	424	2000	red_square
None	0	2000	blue_triangle
None	0	1000	red_triangle
None	0	1000	green_triangle
space	414	1500	red_square
space	400	2000	red_square
None	0	1000	green_square
None	0	1500	yellow_square
space	359	1500	red_square
space	369	2000	red_square
space	312	1000	red_square
None	0	2500	green_circle
space	401	1000	red_square
None	0	2000	blue_circle
None	0	1000	red_circle
space	391	1500	red_square
space	416	1000	red_square
None	0	1500	green_square
None	0	2000	green_triangle
space	329	2000	red_square
space	361	2500	red_circle
None	0	1000	blue_triangle
space	369	1500	red_square
None	0	2000	green_triangle
space	366	2000	red_square
space	326	2500	red_square
None	0	1500	red_triangle
None	0	1000	green_square
space	360	1000	red_square
space	375	2500	red_square
space	321	1500	red_square
None	0	1000	green_star
None	0	2500	yellow_circle
None	0	2500	green_star
space	417	1500	red_square
None	0	1500	red_star
space	347	2000	red_square
space	283	2000	green_star
space	330	2000	red_square
space	330	2500	red_square
None	0	1000	red_triangle
None	0	1000	yellow_circle
space	402	2500	red_square
None	0	1000	red_circle
None	0	2000	blue_square
space	419	2500	red_square
space	332	2000	red_square
space	291	2500	red_square
None	0	2000	green_square
None	0	2000	green_circle
None	0	2000	yellow_triangle
None	0	1000	blue_square
space	424	2000	red_square
None	0	1500	red_star
None	0	2500	blue_circle
None	0	2000	yellow_triangle
space	437	2500	red_square
space	311	1000	red_circle
None	0	1000	red_circle
None	0	1500	yellow_circle
space	447	1000	red_square
None	0	1000	yellow_circle
None	0	2000	green_square
space	413	1000	red_square
space	460	2000	red_square
space	348	2500	red_square
None	0	1500	blue_circle
None	0	2500	green_square
None	0	1000	blue_triangle
space	413	2500	red_square
space	353	1000	red_square
None	0	1000	blue_square
None	0	1000	red_triangle
space	431	1500	red_square
None	0	2500	yellow_triangle
None	0	1000	yellow_triangle
space	385	1000	red_square
space	433	2500	red_square
None	0	1000	blue_circle
None	0	1000	red_star
space	417	1500	red_square
None	0	1500	yellow_star
None	0	2500	yellow_triangle
None	0	1500	blue_square
None	0	1000	yellow_circle
space	422	2500	red_square
None	0	1000	yellow_circle
None	0	1000	blue_square
None	0	2000	yellow_star
None	0	1000	yellow_square
None	0	2500	green_star
None	0	1000	blue_circle
None	0	2500	green_square
space	411	1000	red_square
None	0	2000	blue_triangle
space	442	2500	red_square
space	355	1500	red_square
None	0	1000	blue_star
None	0	1500	red_star
None	0	2000	blue_triangle
None	0	1000	red_star
None	0	1500	green_square
None	0	1000	blue_circle
space	421	2500	red_square
None	0	1000	red_star
space	382	2500	red_square
None	0	2500	blue_triangle
None	0	1500	yellow_star
None	0	2500	yellow_star
None	0	2500	green_star
None	0	1500	red_triangle
None	0	2500	red_circle
None	0	2500	yellow_star
None	0	2500	red_triangle
None	0	2000	red_triangle
None	0	1500	yellow_triangle
space	437	2000	red_square
None	0	2000	red_circle
None	0	1000	green_triangle
None	0	1500	yellow_square
space	420	2000	red_square
space	451	1000	red_square
None	0	2000	blue_square
None	0	1000	red_star
None	0	2000	yellow_star
space	409	1500	red_square
None	0	2500	yellow_triangle
None	0	2500	green_square
None	0	2500	red_star
None	0	2500	red_circle
None	0	2500	yellow_square
None	0	2500	blue_circle
None	0	1500	green_circle
None	0	1000	blue_star
None	0	1500	red_star
None	0	1500	blue_star
None	0	2000	green_square
None	0	1500	green_star
space	384	2000	red_square
None	0	2500	green_triangle
None	0	1500	blue_star
None	0	2500	blue_triangle
None	0	2000	yellow_star
None	0	2500	yellow_square
None	0	1500	green_triangle
None	0	2500	green_circle
None	0	1500	green_circle
