response	response_time	trial_ISI	trial_shape
None	0	1000	red_triangle
None	0	2500	blue_square
space	365	1500	red_square
None	0	2000	yellow_star
None	0	1500	red_circle
None	0	2000	green_circle
None	0	2000	yellow_square
None	0	1000	blue_circle
None	0	1500	green_star
None	0	2000	green_circle
space	366	1500	red_square
space	519	1000	red_square
space	359	1000	red_square
None	0	1500	green_star
space	367	1000	red_square
None	0	1000	yellow_circle
None	0	1000	blue_circle
None	0	1500	blue_star
space	319	1500	red_square
None	0	2500	yellow_square
None	0	1000	yellow_circle
None	0	2500	yellow_circle
None	0	2500	blue_square
None	0	1000	yellow_triangle
None	0	1000	blue_triangle
space	362	1500	red_square
None	0	2000	blue_square
space	324	1000	red_square
None	0	2500	blue_square
space	272	2500	red_square
space	306	1500	red_triangle
None	0	2500	blue_triangle
None	0	2000	yellow_square
None	0	2500	green_square
None	0	1000	red_triangle
None	0	1000	blue_triangle
None	0	1000	red_triangle
None	0	1000	green_square
None	0	1000	yellow_square
None	0	1500	blue_triangle
None	0	1500	blue_star
None	0	2500	blue_triangle
None	0	2000	blue_star
None	0	2000	yellow_square
None	0	2000	green_circle
space	445	1000	red_square
None	0	1000	red_triangle
space	508	1000	red_square
space	452	1000	red_square
None	0	1500	green_square
None	0	2000	yellow_circle
space	387	1500	red_square
None	0	2000	yellow_star
None	0	1500	red_star
None	0	2000	red_circle
None	0	1000	blue_star
space	476	2500	red_square
None	0	2000	blue_star
None	0	1000	blue_square
space	452	2500	red_square
None	0	1500	red_triangle
None	0	1500	red_circle
space	381	1500	red_square
None	0	1500	red_star
space	376	2000	red_square
space	503	1000	red_square
space	391	2500	red_square
None	0	2000	green_circle
None	0	1000	red_circle
None	0	1000	green_square
space	423	2500	red_square
space	568	2500	red_square
None	0	1500	green_square
None	0	1000	blue_circle
space	402	1500	red_square
None	0	1000	yellow_star
None	0	1500	red_circle
space	484	2000	red_square
space	491	2500	red_square
space	429	1500	red_square
None	0	1000	yellow_triangle
space	405	2000	red_square
space	413	2000	red_square
None	0	2000	blue_star
space	452	2000	red_square
None	0	1500	yellow_square
None	0	1500	yellow_square
None	0	1500	red_circle
None	0	1000	red_triangle
None	0	2500	blue_square
None	0	2500	red_circle
None	0	1500	red_star
None	0	2000	red_circle
space	463	2500	red_square
None	0	1500	yellow_star
None	0	2000	red_star
space	421	1500	red_square
None	0	2000	yellow_triangle
None	0	2000	yellow_circle
None	0	2500	green_square
None	0	1500	red_triangle
None	0	2500	green_square
None	0	1000	green_star
None	0	2500	red_circle
None	0	2500	green_square
None	0	2000	yellow_square
space	321	2500	red_square
None	0	1500	yellow_square
space	464	1500	red_square
None	0	2500	yellow_star
None	0	1000	yellow_star
space	470	1000	red_square
None	0	2000	green_star
space	389	2500	red_square
None	0	2000	red_star
None	0	2000	green_square
None	0	1000	green_circle
None	0	1000	green_triangle
None	0	2500	red_circle
space	358	1000	red_square
space	525	2500	red_square
None	0	2000	yellow_square
space	390	1000	red_square
space	358	1000	red_square
None	0	1000	yellow_star
None	0	1500	blue_square
None	0	2500	green_triangle
None	0	2000	yellow_circle
space	422	2000	red_square
None	0	1000	blue_square
space	429	2500	red_square
None	0	2000	yellow_star
space	430	2500	red_square
None	0	1500	red_circle
None	0	2500	green_circle
None	0	2000	red_star
None	0	2500	blue_triangle
None	0	1000	blue_square
None	0	1500	red_triangle
None	0	1000	yellow_triangle
None	0	1500	blue_star
None	0	1500	green_triangle
space	450	1500	red_square
space	480	2000	red_square
None	0	1500	green_triangle
space	377	2500	red_square
space	419	2500	red_square
None	0	2000	blue_square
None	0	2500	green_circle
None	0	2000	blue_square
space	381	2500	red_square
None	0	2500	blue_circle
space	348	1000	red_square
None	0	2000	green_triangle
space	419	2500	red_square
None	0	1000	red_triangle
None	0	1000	green_triangle
None	0	1000	red_triangle
None	0	2000	yellow_square
None	0	1000	green_triangle
space	337	1500	red_square
None	0	1000	yellow_star
None	0	2000	green_circle
None	0	2500	green_star
None	0	1500	blue_circle
space	412	2500	red_square
space	538	2000	red_square
None	0	1500	blue_circle
None	0	1000	yellow_triangle
None	0	1000	green_square
None	0	2000	blue_circle
space	438	1000	red_square
None	0	1000	red_star
None	0	2500	red_circle
None	0	2500	green_square
None	0	2000	green_star
None	0	1000	red_circle
None	0	2500	blue_square
None	0	2500	red_circle
space	378	1500	red_square
None	0	1500	red_star
None	0	1500	green_square
space	370	1500	red_square
None	0	2500	green_square
None	0	1500	red_triangle
space	498	1500	red_square
space	459	2500	red_square
space	349	2500	red_square
None	0	2500	blue_star
None	0	1500	blue_triangle
None	0	1000	yellow_circle
space	461	2500	red_square
None	0	2000	yellow_triangle
space	394	2000	red_square
None	0	2500	green_triangle
space	331	1000	red_square
None	0	2500	yellow_triangle
None	0	1500	yellow_circle
space	437	1000	red_square
space	541	2000	red_square
None	0	2500	red_triangle
None	0	1000	blue_triangle
None	0	1500	yellow_star
space	398	2500	red_square
space	372	1500	red_square
space	389	2500	red_square
None	0	2000	green_star
None	0	2000	blue_triangle
None	0	2000	yellow_triangle
None	0	2000	blue_star
space	461	1000	red_square
None	0	2000	red_triangle
space	340	2500	red_circle
None	0	2000	red_star
None	0	1000	green_square
space	524	2000	red_square
space	428	2000	red_square
None	0	1500	yellow_square
None	0	2000	blue_square
space	436	1500	red_square
None	0	1500	red_star
None	0	2500	blue_circle
space	424	1500	red_square
None	0	2000	green_triangle
space	473	2500	red_square
None	0	2000	blue_triangle
None	0	2500	blue_star
space	355	2500	red_square
None	0	2000	green_star
None	0	2000	yellow_circle
None	0	2000	yellow_square
None	0	2500	blue_square
None	0	1000	red_triangle
space	537	1500	red_square
None	0	1000	red_square
None	0	1000	green_circle
space	377	2000	red_square
None	0	1000	red_triangle
None	0	2000	green_square
space	535	1500	red_square
None	0	2500	blue_square
None	0	2500	yellow_star
space	364	2500	red_square
None	0	1500	blue_square
None	0	1500	green_triangle
None	0	1500	green_circle
None	0	1000	red_circle
None	0	1500	blue_triangle
space	414	2000	red_square
space	366	2000	red_square
None	0	1500	green_circle
None	0	1500	red_circle
None	0	1000	green_triangle
None	0	2000	red_circle
None	0	1000	yellow_star
None	0	2500	blue_circle
space	503	2500	red_square
None	0	2500	yellow_square
space	435	1500	red_square
space	516	2000	red_square
None	0	1500	red_star
None	0	2000	yellow_triangle
None	0	2500	blue_circle
space	382	1500	red_square
None	0	1500	red_star
None	0	2000	yellow_triangle
None	0	1000	blue_circle
None	0	1000	green_square
space	431	2000	red_square
space	415	2500	red_square
None	0	1500	green_square
space	409	1500	red_square
None	0	2000	blue_star
None	0	1500	red_star
None	0	2500	red_star
None	0	1000	blue_triangle
None	0	1000	red_star
None	0	1500	green_star
None	0	2000	yellow_circle
None	0	2500	yellow_circle
space	371	2000	red_square
None	0	2500	green_triangle
space	356	2500	red_square
None	0	1500	red_circle
None	0	2000	red_star
None	0	1000	blue_star
space	518	2000	red_square
None	0	1000	blue_square
None	0	2500	green_circle
None	0	2000	green_square
None	0	1000	blue_square
None	0	2500	green_star
None	0	2000	green_triangle
space	462	1500	red_square
None	0	1000	yellow_triangle
None	0	1000	red_star
space	470	1000	red_square
None	0	2000	yellow_square
None	0	1000	blue_circle
None	0	1500	red_triangle
None	0	2000	yellow_square
space	437	2500	red_square
None	0	2000	red_star
None	0	1500	green_star
None	0	1500	yellow_square
None	0	1500	green_star
None	0	2000	red_star
None	0	2500	blue_square
space	523	2500	red_square
space	488	2500	red_square
None	0	2000	red_triangle
None	0	2500	green_circle
None	0	1500	yellow_triangle
space	481	1000	red_square
None	0	1000	yellow_square
space	408	1500	red_square
None	0	1000	blue_triangle
None	0	2500	yellow_square
None	0	1000	yellow_circle
None	0	1500	blue_star
