response	response_time	trial_ISI	trial_shape
None	0	2500	red_circle
space	393	2000	red_square
None	0	2000	red_star
None	0	2000	green_circle
None	0	1500	blue_square
None	0	1500	yellow_circle
space	431	1000	red_square
None	0	2500	red_triangle
space	407	1500	red_square
space	361	2500	red_square
space	322	2000	red_square
None	0	1000	blue_triangle
space	393	1000	red_square
None	0	1500	blue_triangle
None	0	1500	blue_star
None	0	1000	blue_square
None	0	1000	green_triangle
None	0	2000	green_circle
None	0	1000	yellow_square
None	0	2000	red_circle
space	352	1500	red_square
space	370	1000	red_square
None	0	1500	blue_triangle
None	0	2000	red_circle
space	418	1000	red_square
None	0	1500	yellow_star
None	0	1500	yellow_square
None	0	2000	green_triangle
None	0	1000	blue_square
space	402	1000	red_square
None	0	2000	blue_square
None	0	2000	blue_square
space	393	1000	red_square
None	0	2000	yellow_square
space	392	1000	red_square
space	359	1000	red_square
None	0	2500	yellow_circle
None	0	1000	yellow_circle
None	0	2500	green_triangle
space	365	2000	red_square
space	388	1500	red_square
None	0	2500	blue_square
None	0	1500	green_star
None	0	2000	yellow_star
None	0	2500	red_star
None	0	1000	blue_star
None	0	2000	green_square
space	341	1000	red_square
None	0	2500	blue_circle
space	333	1500	red_square
None	0	1500	green_triangle
None	0	1000	red_star
None	0	1000	red_star
None	0	1000	red_circle
None	0	1500	green_circle
None	0	1000	red_triangle
None	0	1000	blue_star
space	374	2500	red_square
None	0	1000	yellow_square
None	0	2000	red_star
None	0	2500	red_triangle
None	0	2000	blue_circle
None	0	1500	yellow_triangle
None	0	2000	blue_circle
None	0	2500	green_circle
space	398	1000	red_square
None	0	1000	green_square
space	421	2000	red_square
None	0	1500	blue_circle
None	0	2000	red_star
None	0	2500	blue_square
None	0	1500	yellow_square
None	0	1500	green_circle
None	0	2000	yellow_square
space	441	1000	red_square
None	0	2000	yellow_star
space	408	2500	red_square
None	0	1000	yellow_square
space	369	2000	red_square
None	0	1000	green_square
space	375	2500	red_square
space	389	1500	red_square
None	0	2000	red_triangle
None	0	1500	red_star
space	348	1500	red_square
space	433	1500	red_square
space	307	2500	red_square
None	0	2000	green_square
space	387	2500	red_square
None	0	1000	yellow_circle
space	412	2500	red_circle
None	0	2000	yellow_star
None	0	1000	green_circle
space	429	2000	red_square
None	0	1500	red_triangle
None	0	1500	green_triangle
None	0	2500	blue_circle
None	0	2000	blue_square
None	0	1500	green_circle
None	0	1500	yellow_square
None	0	2500	red_circle
None	0	2000	blue_circle
space	439	2000	red_square
None	0	2500	green_square
None	0	2500	green_square
space	451	2500	red_square
None	0	1500	red_triangle
space	437	1000	red_square
None	0	2500	green_star
None	0	1500	yellow_triangle
None	0	2500	blue_square
space	397	2000	red_square
space	420	2000	red_square
None	0	1000	green_triangle
None	0	1500	green_square
space	437	1000	red_square
None	0	1500	blue_triangle
None	0	2000	red_triangle
None	0	1000	red_triangle
None	0	2500	green_circle
None	0	1000	yellow_star
space	485	1500	red_square
None	0	2500	yellow_star
None	0	2500	blue_square
None	0	2000	red_star
space	365	2000	red_square
space	453	2000	red_square
space	364	2000	red_square
None	0	1000	red_circle
None	0	2000	yellow_square
None	0	2000	red_circle
space	506	2000	red_square
None	0	1500	blue_square
None	0	1000	yellow_triangle
None	0	1500	green_triangle
None	0	1500	red_triangle
None	0	1500	yellow_circle
None	0	2000	green_circle
None	0	1000	blue_star
None	0	1500	red_star
None	0	2000	yellow_square
space	422	2000	red_square
space	445	1000	red_square
None	0	1000	yellow_triangle
space	492	2500	red_square
space	341	2500	red_square
space	343	2500	red_square
None	0	1000	blue_star
space	420	2000	red_square
None	0	2500	red_circle
None	0	2000	red_triangle
None	0	2500	blue_square
None	0	1000	yellow_circle
None	0	1000	blue_circle
None	0	1000	blue_triangle
None	0	1500	yellow_circle
None	0	1000	green_circle
None	0	1000	red_star
None	0	1000	green_square
None	0	2500	red_star
None	0	2000	green_triangle
space	416	1500	red_square
None	0	1000	red_star
space	465	2500	red_square
None	0	2500	green_circle
space	488	1000	red_square
space	440	2500	red_square
space	369	1000	red_square
space	352	2000	red_square
space	320	2500	red_square
space	317	1000	red_square
None	0	2500	green_star
space	446	1000	red_square
None	0	2000	blue_star
None	0	1500	red_star
None	0	1500	green_square
None	0	1000	yellow_triangle
None	0	1000	red_circle
space	466	2500	red_square
None	0	1500	yellow_square
space	413	2500	red_square
None	0	1500	blue_star
None	0	2500	green_triangle
None	0	1500	yellow_circle
None	0	2000	yellow_square
None	0	2000	blue_square
space	406	2000	red_square
None	0	1000	blue_circle
space	453	1500	red_square
None	0	2000	green_star
space	382	2000	red_square
None	0	2500	yellow_square
None	0	2500	blue_square
None	0	2500	red_circle
None	0	2500	red_star
None	0	1500	red_circle
None	0	2500	red_square
None	0	1500	green_star
space	452	1500	red_square
None	0	2000	yellow_triangle
None	0	2000	yellow_triangle
None	0	1500	yellow_triangle
space	502	1000	red_square
None	0	1000	red_star
space	437	1500	red_square
space	350	2500	red_square
None	0	2000	blue_square
space	451	1500	red_square
None	0	1000	green_square
None	0	2500	red_circle
None	0	2500	yellow_circle
None	0	2500	blue_star
None	0	2500	green_triangle
space	422	1500	red_square
None	0	1500	green_square
None	0	2000	red_circle
space	417	2000	red_square
None	0	1500	red_circle
None	0	1000	red_triangle
space	424	1000	red_square
space	416	1000	red_square
space	303	1000	red_square
None	0	2000	yellow_circle
None	0	2000	yellow_square
None	0	2500	blue_triangle
space	647	1000	red_square
None	0	2000	yellow_triangle
None	0	2500	green_star
None	0	2000	red_star
space	487	1500	red_square
None	0	1500	yellow_star
None	0	2500	green_triangle
None	0	1000	red_circle
space	534	1500	red_square
None	0	1500	green_square
None	0	1000	blue_triangle
