response	response_time	trial_ISI	trial_shape
space	810	2500	red_square
None	0	2000	red_circle
space	427	1500	red_square
space	370	2000	red_square
None	0	2000	blue_square
None	0	1500	yellow_star
None	0	1000	green_square
None	0	1000	green_circle
space	309	2500	red_square
None	0	2000	red_circle
space	289	2000	red_square
None	0	2000	red_star
None	0	1000	blue_star
None	0	2000	yellow_circle
None	0	2000	red_triangle
None	0	1500	red_triangle
None	0	1000	green_circle
space	360	2500	red_square
space	460	2000	red_square
None	0	1500	red_circle
space	373	2500	red_square
None	0	1000	red_star
None	0	1500	blue_square
None	0	1000	red_star
space	346	2000	red_square
space	401	2000	red_square
space	395	1000	red_square
None	0	2500	green_square
None	0	1000	yellow_triangle
None	0	1000	blue_triangle
None	0	1500	blue_circle
None	0	1500	blue_square
space	339	1500	red_square
space	456	1000	red_square
space	405	2500	red_square
None	0	2000	yellow_square
space	397	1000	red_square
space	429	1000	red_square
None	0	2500	green_star
None	0	2000	blue_triangle
None	0	2500	yellow_triangle
None	0	2000	yellow_square
space	392	1500	red_square
None	0	1000	red_star
space	381	2500	red_square
None	0	1500	yellow_square
space	341	2000	red_square
None	0	2500	green_square
None	0	2500	green_square
space	330	2000	red_square
None	0	1000	green_square
space	534	2000	red_square
None	0	1500	blue_star
None	0	1000	blue_circle
None	0	2500	blue_triangle
None	0	2000	yellow_circle
None	0	2500	green_square
space	391	2500	red_circle
space	363	1000	red_square
None	0	2500	green_star
space	404	1500	red_square
None	0	2500	red_triangle
space	373	2000	red_square
None	0	2500	red_star
None	0	1500	blue_square
None	0	1500	blue_square
None	0	1000	yellow_square
None	0	1500	green_star
space	348	1000	red_square
None	0	1500	red_triangle
None	0	1500	blue_star
None	0	2000	yellow_circle
None	0	1500	blue_square
None	0	1000	red_triangle
space	338	1000	red_square
None	0	2500	blue_square
space	432	2000	red_square
None	0	1500	blue_circle
None	0	2500	blue_triangle
space	367	2500	red_square
None	0	2500	red_circle
None	0	1500	yellow_star
space	351	1500	red_square
space	488	2000	red_square
None	0	1000	green_triangle
None	0	2500	blue_triangle
None	0	1000	green_square
space	338	1500	red_square
None	0	2000	blue_star
None	0	1500	blue_triangle
None	0	1500	red_circle
None	0	1000	red_star
None	0	1500	yellow_square
space	362	2000	red_square
None	0	1500	red_square
None	0	2500	blue_star
None	0	1000	yellow_circle
None	0	1000	yellow_star
None	0	1500	blue_square
None	0	2000	yellow_circle
space	354	1000	red_square
None	0	2000	green_star
space	472	1000	red_square
None	0	1500	green_circle
space	493	1000	red_square
None	0	2500	red_triangle
space	456	2000	red_square
None	0	1000	yellow_triangle
None	0	1000	blue_triangle
None	0	2000	green_triangle
None	0	1000	red_triangle
space	348	1500	red_square
space	497	1000	red_square
None	0	1000	green_triangle
None	0	2500	green_square
None	0	1000	red_circle
space	383	2000	red_square
None	0	2000	red_circle
None	0	2000	red_star
None	0	1500	green_square
None	0	1500	blue_triangle
None	0	1500	blue_triangle
space	365	2500	red_square
None	0	2000	yellow_triangle
space	452	2500	red_square
None	0	2500	green_star
None	0	1000	yellow_circle
None	0	2500	green_triangle
None	0	2500	blue_star
None	0	2500	red_circle
None	0	2500	blue_circle
None	0	2500	blue_circle
None	0	1500	blue_star
None	0	1000	blue_circle
None	0	2000	yellow_circle
space	395	2500	red_square
None	0	1500	red_triangle
None	0	1500	yellow_triangle
None	0	1000	green_square
space	341	1000	red_square
space	406	2000	red_square
None	0	1500	yellow_circle
space	509	2000	red_square
None	0	2000	green_triangle
None	0	1500	blue_triangle
None	0	1000	yellow_star
None	0	2000	green_circle
None	0	2500	yellow_square
None	0	1000	yellow_star
space	385	1000	red_square
space	446	2000	red_square
None	0	2000	green_star
None	0	2000	red_star
None	0	1500	yellow_square
None	0	2500	blue_square
None	0	1500	blue_star
None	0	2000	blue_square
None	0	1000	blue_square
None	0	2500	yellow_star
None	0	1000	green_circle
None	0	1500	yellow_square
None	0	1500	red_star
None	0	2000	red_star
space	366	2000	red_square
None	0	1500	green_square
None	0	2500	red_star
None	0	1000	yellow_triangle
None	0	2500	red_star
None	0	1500	yellow_star
None	0	2000	green_star
None	0	2000	red_circle
None	0	2000	green_circle
None	0	2500	yellow_square
None	0	1000	red_star
None	0	2000	green_triangle
None	0	1000	green_circle
None	0	2500	blue_square
None	0	1000	yellow_square
space	359	2000	red_square
None	0	1000	yellow_triangle
None	0	2500	blue_square
None	0	1000	green_triangle
None	0	1500	green_square
None	0	2500	green_circle
None	0	1000	green_circle
space	378	1500	red_square
None	0	1000	red_star
space	449	2500	red_square
None	0	2500	green_triangle
None	0	2500	blue_triangle
None	0	1500	yellow_square
space	382	2500	red_square
None	0	1500	green_circle
None	0	1000	yellow_star
None	0	1000	yellow_square
None	0	2500	green_star
space	370	1000	red_square
None	0	1500	green_square
None	0	2500	yellow_square
None	0	2000	yellow_triangle
None	0	2500	blue_circle
space	459	2000	red_square
None	0	1000	green_circle
space	453	1500	red_square
space	441	1000	red_square
space	691	1500	red_square
space	386	1000	red_square
space	302	1500	red_square
None	0	2500	green_triangle
None	0	1000	blue_square
None	0	2000	blue_star
None	0	1500	blue_square
space	450	2500	red_square
None	0	2500	blue_square
space	435	2500	red_square
None	0	1500	yellow_triangle
None	0	2000	red_circle
None	0	1500	green_square
space	384	1000	red_square
space	428	1500	red_square
None	0	2500	yellow_square
None	0	2500	blue_square
None	0	1500	blue_star
space	379	2500	red_square
None	0	2000	blue_circle
None	0	1000	blue_circle
None	0	2500	green_star
None	0	2500	green_triangle
space	340	2000	red_square
None	0	2500	yellow_square
None	0	1000	red_triangle
space	393	2500	red_square
None	0	1500	red_triangle
None	0	2000	yellow_circle
space	340	1000	red_square
None	0	1000	green_circle
None	0	1000	green_star
space	398	2500	red_square
None	0	2500	red_circle
None	0	1500	red_circle
space	415	2000	red_square
None	0	1000	blue_square
space	388	2000	red_square
None	0	1000	yellow_square
space	382	1500	red_square
space	407	1000	red_square
None	0	2000	red_triangle
None	0	2500	blue_triangle
space	390	1000	red_square
None	0	1000	green_square
None	0	2000	yellow_square
space	408	1500	red_square
None	0	2000	green_star
space	391	1000	red_square
None	0	2000	yellow_triangle
None	0	1500	red_circle
None	0	1500	green_square
None	0	2500	red_circle
None	0	2500	yellow_star
None	0	1500	yellow_star
space	426	1500	red_square
None	0	1500	red_circle
None	0	2000	green_square
space	374	1000	red_square
None	0	1000	red_triangle
None	0	2000	yellow_circle
space	359	1500	red_square
space	401	2000	red_square
None	0	2500	blue_circle
None	0	1000	green_circle
None	0	1000	red_triangle
None	0	2500	green_square
None	0	1000	red_circle
None	0	2000	yellow_star
None	0	2500	blue_star
None	0	2500	red_star
None	0	1500	red_star
None	0	2000	red_star
space	461	2000	red_square
None	0	1500	green_triangle
None	0	1500	blue_square
space	562	2500	red_square
None	0	1500	red_triangle
space	398	1500	red_square
None	0	1000	blue_triangle
space	436	2500	red_square
None	0	1000	red_triangle
space	382	2500	red_square
None	0	1500	blue_circle
None	0	1500	yellow_square
space	389	1000	red_square
None	0	1500	blue_circle
space	394	2500	red_square
space	420	2000	red_square
space	323	1500	red_square
None	0	1500	red_star
space	470	1000	red_triangle
space	497	2000	red_square
None	0	1000	red_star
None	0	2000	yellow_circle
space	424	2000	red_square
None	0	2500	red_triangle
None	0	1500	green_triangle
None	0	2000	red_circle
None	0	2000	yellow_triangle
None	0	2500	red_circle
space	372	2500	red_square
space	403	2000	red_square
None	0	1500	green_triangle
space	444	2000	red_square
None	0	2000	green_star
space	420	1500	red_square
space	392	2000	red_square
None	0	2000	yellow_star
None	0	1500	blue_star
None	0	2500	red_triangle
None	0	2500	yellow_triangle
None	0	2500	yellow_square
None	0	2000	yellow_circle
None	0	2000	blue_star
