response	response_time	trial_ISI	trial_shape
space	386	2500	red_square
space	399	2000	red_square
None	0	2500	blue_square
space	501	1000	red_square
space	476	2000	red_square
space	388	1000	red_square
None	0	1500	red_circle
None	0	1500	blue_square
space	466	1000	red_square
None	0	1000	red_star
None	0	1000	yellow_star
None	0	2500	green_triangle
None	0	1000	blue_square
None	0	2500	red_star
None	0	2000	red_star
None	0	1500	blue_triangle
None	0	2000	red_star
None	0	2000	green_triangle
space	510	1000	red_square
None	0	2000	yellow_square
None	0	1500	yellow_circle
None	0	1500	red_triangle
None	0	1000	green_triangle
space	547	2500	red_square
None	0	2000	yellow_triangle
None	0	1000	yellow_triangle
None	0	2500	blue_triangle
space	617	1500	red_square
None	0	2000	yellow_square
None	0	2000	green_triangle
None	0	1500	yellow_triangle
space	516	2500	red_square
None	0	1500	green_star
None	0	1000	blue_square
None	0	2000	red_triangle
None	0	2500	blue_star
None	0	1000	yellow_square
None	0	1000	red_triangle
space	486	2000	red_square
space	486	2000	red_square
space	405	2000	red_square
None	0	2000	red_star
None	0	1000	red_star
space	572	1500	red_square
None	0	2000	yellow_star
None	0	2500	yellow_square
space	590	1500	red_square
None	0	2000	green_square
None	0	2000	blue_square
None	0	1000	red_star
None	0	1500	red_triangle
None	0	1000	blue_star
None	0	2500	green_square
None	0	2500	yellow_triangle
None	0	2500	green_star
None	0	1500	red_star
space	471	1500	red_square
None	0	1000	blue_square
None	0	2000	yellow_circle
None	0	1500	blue_circle
space	572	2000	red_square
None	0	1500	green_circle
None	0	1000	yellow_circle
None	0	1000	yellow_star
None	0	2500	yellow_square
None	0	2500	red_circle
None	0	2500	red_triangle
None	0	1000	yellow_square
None	0	2500	green_circle
None	0	1500	red_circle
None	0	2500	green_star
None	0	2000	yellow_star
None	0	1500	blue_triangle
space	822	2000	red_square
None	0	1000	green_square
None	0	2000	blue_square
None	0	2500	green_star
space	534	2500	red_square
None	0	1500	blue_circle
None	0	2000	green_star
space	649	2500	red_square
space	471	2500	red_square
None	0	2500	red_triangle
None	0	1000	red_triangle
None	0	2000	yellow_square
space	537	2500	red_square
space	479	1000	red_square
None	0	1000	yellow_square
None	0	1500	red_triangle
space	651	1500	red_square
None	0	1000	blue_star
space	544	1000	red_square
None	0	1000	blue_circle
space	486	1500	red_square
space	476	1500	red_square
space	393	1000	red_square
space	361	1000	red_square
space	352	2500	red_square
None	0	2000	red_star
space	517	1500	red_square
None	0	1000	red_triangle
space	542	2500	red_square
None	0	2000	green_star
space	523	1000	red_square
None	0	2500	green_star
None	0	2500	yellow_square
space	450	2500	red_square
None	0	1500	red_circle
space	461	1000	red_square
space	708	2000	red_square
None	0	1500	green_square
None	0	2500	blue_circle
space	495	2500	red_square
space	413	1000	red_square
space	596	2000	yellow_circle
None	0	2000	blue_circle
space	467	2000	red_square
None	0	1500	blue_triangle
None	0	2000	blue_circle
None	0	2000	yellow_circle
None	0	2500	yellow_circle
None	0	1000	green_square
None	0	1000	green_square
None	0	2500	blue_triangle
space	473	2500	red_square
None	0	1000	blue_triangle
None	0	2500	blue_triangle
None	0	2500	blue_square
space	573	1500	red_square
space	467	1500	red_square
None	0	1000	green_circle
space	519	1500	red_square
None	0	2000	red_star
None	0	1000	blue_circle
space	500	1000	red_square
None	0	1500	red_triangle
space	585	1000	red_square
None	0	1500	yellow_square
None	0	1500	green_triangle
None	0	2500	green_square
None	0	2500	yellow_triangle
None	0	1000	blue_star
space	701	1000	red_square
None	0	2000	blue_star
None	0	1000	green_triangle
None	0	2000	green_circle
space	523	2000	red_square
None	0	1000	blue_star
None	0	1500	yellow_triangle
None	0	1500	yellow_square
None	0	2500	red_star
None	0	2000	green_square
space	538	1500	red_square
None	0	1500	green_circle
None	0	1000	yellow_circle
None	0	1000	green_triangle
None	0	2500	yellow_circle
None	0	1000	green_star
None	0	2500	green_circle
space	482	1500	red_square
None	0	2000	red_star
space	480	1000	red_square
None	0	2500	blue_square
space	532	1000	red_square
space	379	2500	red_triangle
None	0	1000	red_star
None	0	1000	yellow_triangle
None	0	1500	green_triangle
None	0	1500	blue_square
None	0	2000	green_star
space	466	2500	red_square
None	0	2000	yellow_square
None	0	2000	blue_circle
None	0	2500	green_circle
space	633	1000	red_square
None	0	2000	green_square
None	0	1000	green_square
space	591	1000	red_square
None	0	2000	yellow_star
None	0	1000	green_star
None	0	2000	blue_star
None	0	2000	blue_square
space	468	2500	red_square
None	0	1500	green_square
None	0	2000	red_circle
None	0	2000	green_square
None	0	1500	blue_star
space	572	2000	red_square
None	0	2000	green_circle
None	0	2000	blue_circle
